,count,mean,std,min,25%,50%,75%,max,missing_pct
autocorr_252_lag10,360.0,0.04097169804022728,0.03641500338459028,-0.024973926368427705,0.009875563438867294,0.032862058966641176,0.07287179002842893,0.13830519746294842,0.0
beta_DGS10_252,360.0,0.08535868673805302,0.38243102262865347,-0.7360802157056211,-0.19234789649700423,0.04832541967351685,0.33277238313937785,0.9267514486535818,0.0
rolling_std_252,360.0,3.8175760364787266,0.19154667077863252,3.478709845859846,3.662289330946171,3.873375494360288,3.9773611707744703,4.132643556160845,0.0
leadlag_T10YIEM_0,360.0,0.02281034854143168,0.06916278979927931,-0.15461946251462574,-0.0056653680258383025,0.023280743747847568,0.07973742275800523,0.14947986484325873,0.0
leadlag_VIXCLS_m1,360.0,0.015010092188450877,0.06149293219310723,-0.13752417369499415,-0.006123952951998495,0.01892394275907542,0.05444827474020361,0.1172840498114802,0.0
regime_hist_ret_trending_up,360.0,9.746516121857157,0.03417444707874096,9.697689134911666,9.70910089975805,9.752796124142323,9.768425669286627,9.817138045920043,0.0
corr_DFII10_252,360.0,-0.001854570776156085,0.056126302119521805,-0.13081923988864597,-0.031087501747423224,0.002418096478603897,0.03798488201532067,0.11862994254802006,0.0
beta_DCOILWTICO_252,360.0,-0.004026345731899994,0.026266030318077404,-0.06287002129866068,-0.017559625726010324,-0.00215084096235018,0.015798098966703308,0.04162021310138086,0.0
regime_hist_ret_ranging,360.0,0.0005032939158458696,0.0006029250527420536,-0.000722486469592442,-3.319889977123577e-05,0.0006167007210078071,0.0008965235409124461,0.0016852237158082777,0.0
leadlag_CPIAUCSL_m1,360.0,0.004697573361125671,0.07539281494117478,-0.12305138845240694,-0.056177226696731974,-0.011026090951352652,0.047410887364930335,0.19222672359798618,0.0
regime_hist_ret_crisis,360.0,-0.9069585454331294,0.00016342967030073688,-0.9072865531553594,-0.9071126796314134,-0.9069872124147677,-0.9068013140308703,-0.9066760120961899,0.0
beta_VIXCLS_252,360.0,0.018518455856280345,0.07399152971292915,-0.11688184177315854,-0.02644585055034332,0.0183901364278202,0.05079995738025274,0.19199686649902456,0.0
corr_FEDFUNDS_252,360.0,-0.009918970070093252,0.08408166295639982,-0.16088220737046954,-0.07552037189189624,-0.022269524506267912,0.05162015798780141,0.18450630609114155,0.0
leadlag_DGS2_m1,360.0,0.0005546762398946063,0.05520977971598206,-0.12593134321648256,-0.04118429396713587,0.011996098535025188,0.03505749056111897,0.12217457964553925,0.0
leadlag_DGS10_p1,360.0,0.006881319962141778,0.04192818501709994,-0.08542764290166376,-0.021166389914274882,0.003915905119173283,0.03889813320399888,0.09428004054554866,0.0
leadlag_DGS10_m1,360.0,0.006881319962141778,0.04192818501709994,-0.08542764290166376,-0.021166389914274882,0.003915905119173283,0.03889813320399888,0.09428004054554866,0.0
leadlag_FEDFUNDS_m1,360.0,-0.0011207181039492105,0.08256517318077879,-0.15604749243474947,-0.0660858359213489,-0.004879520039220908,0.057373998956630104,0.18827324114010885,0.0
leadlag_T10YIEM_m1,360.0,0.012838409277832514,0.06861791270756301,-0.15903421584904195,-0.01343358941181385,0.0047026859915305745,0.07535181830844287,0.14259351937357512,0.0
realized_var_252,360.0,4300.1742763708025,508.58664321452767,3437.967520923711,3877.6688892267084,4423.192173083278,4719.937574447119,5199.702598916824,0.0
autocorr_252_lag1,360.0,-0.267691051070256,0.029413376680197487,-0.32669946388216875,-0.29192923817922317,-0.2686606992468544,-0.2403573602640462,-0.21084023766859045,0.0
leadlag_DFII10_0,360.0,-0.001854570776156085,0.056126302119521805,-0.13081923988864597,-0.031087501747423224,0.002418096478603897,0.03798488201532067,0.11862994254802006,0.0
leadlag_FEDFUNDS_p1,360.0,-0.0011207181039492105,0.08256517318077879,-0.15604749243474947,-0.0660858359213489,-0.004879520039220908,0.057373998956630104,0.18827324114010885,0.0
corr_VIXCLS_252,360.0,0.0017027337744297125,0.06371447357170948,-0.15468138093941494,-0.025679729308562986,0.020507365452685396,0.04713760686678222,0.10150274112090896,0.0
beta_FEDFUNDS_252,360.0,-0.5019198125794818,2.3175061979835965,-32.70150079003648,-0.5088975363053654,-0.13878302891461547,0.41535946750898084,1.882218600916618,0.0
rolling_skew_252,360.0,1.674600651029194,0.18700758407468224,1.373141442063685,1.5229509995194623,1.6226106557944224,1.8156386054638656,2.0175287065581173,0.0
corr_DTWEXBGS_252,360.0,-0.041264011976748116,0.061863431747840064,-0.13559773173597944,-0.10405262964727487,-0.023582313757744656,0.0020999610654377854,0.0934477748777867,0.0
leadlag_DCOILWTICO_m1,360.0,0.010144083725721975,0.06761950186176352,-0.15635902074182875,-0.02910901857742381,0.00027885745013254916,0.06219755864251728,0.15713132962924764,0.0
beta_T10Y2Y_252,360.0,0.04899794368147438,0.9209903042867887,-2.2543925561129288,-0.5765077109857983,0.17539829405795318,0.7939558040507808,1.821304630915179,0.0
leadlag_VIXCLS_0,360.0,0.0017027337744297125,0.06371447357170948,-0.15468138093941494,-0.025679729308562986,0.020507365452685396,0.04713760686678222,0.10150274112090896,0.0
hurst_252,360.0,0.6729733462017534,0.02318503235396881,0.623542404044974,0.6536971723091205,0.6753295226636353,0.6892738937344028,0.7273912988678034,0.0
return_252,360.0,2.5566147823547767,5.004217439732614,-0.9151112611284563,-0.8877046303182801,0.0765157453475046,2.4799255510924123,14.642663227951099,0.0
leadlag_T10Y2Y_m1,360.0,0.01824606933503467,0.07049410922540272,-0.12746411942871927,-0.03744836514050581,0.011107068184693931,0.0800432994305187,0.16276246043964823,0.0
log_return_252,360.0,-0.010275212185746124,1.765086537567037,-2.466413834373432,-2.186622754079692,0.07372957619835228,0.8459088153736214,2.7500020037377184,0.0
corr_DCOILWTICO_252,360.0,0.009282186356614864,0.06740003055785662,-0.1539269051232651,-0.026963517500185507,-0.003040034099256941,0.05859451477327446,0.1596422486190629,0.0
corr_DGS2_252,360.0,0.0011191515429727257,0.05793000456333135,-0.1324680557711272,-0.045468861119441734,0.01654120749601669,0.03471272829790559,0.12787308464663263,0.0
leadlag_DTWEXBGS_m1,360.0,-0.040683260256944916,0.061812862565375964,-0.14017439721315375,-0.10228727284986464,-0.027560259360631764,0.007552968284853022,0.09309872870942154,0.0
leadlag_FEDFUNDS_0,360.0,-0.009918970070093252,0.08408166295639982,-0.16088220737046954,-0.07552037189189624,-0.022269524506267912,0.05162015798780141,0.18450630609114155,0.0
corr_T10Y2Y_252,360.0,0.01202507293201229,0.06799195178522582,-0.1409417018499308,-0.035655567851920304,0.009839322918368025,0.06881122916326714,0.14747090640836247,0.0
leadlag_T10Y2Y_0,360.0,0.01202507293201229,0.06799195178522582,-0.1409417018499308,-0.035655567851920304,0.009839322918368025,0.06881122916326714,0.14747090640836247,0.0
leadlag_T10Y2Y_p1,360.0,0.01824606933503467,0.07049410922540272,-0.12746411942871927,-0.03744836514050581,0.011107068184693931,0.0800432994305187,0.16276246043964823,0.0
corr_CPIAUCSL_252,360.0,0.0029706997133176613,0.07430274432966,-0.12959155004139605,-0.05489778786810404,-0.005768238594249728,0.04336951818418121,0.1880448847573962,0.0
leadlag_DCOILWTICO_p1,360.0,0.010144083725721975,0.06761950186176352,-0.15635902074182875,-0.02910901857742381,0.00027885745013254916,0.06219755864251728,0.15713132962924764,0.0
leadlag_DFII10_m1,360.0,0.0030098934200106513,0.054635638384100994,-0.11407194933025808,-0.02621235879238951,0.0011031704855969824,0.03988398703707851,0.12208428890817068,0.0
beta_DTWEXBGS_252,360.0,-0.04010194182019819,0.08844802171843702,-0.15994538536855984,-0.11260824637542781,-0.05243269331650481,0.005481721772711972,0.20504808454548368,0.0
leadlag_DFII10_p1,360.0,0.0030098934200106513,0.054635638384100994,-0.11407194933025808,-0.02621235879238951,0.0011031704855969824,0.03988398703707851,0.12208428890817068,0.0
leadlag_DGS2_p1,360.0,0.0005546762398946063,0.05520977971598206,-0.12593134321648256,-0.04118429396713587,0.011996098535025188,0.03505749056111897,0.12217457964553925,0.0
beta_DGS2_252,360.0,0.12638661359080242,0.3770640594541739,-0.5664967965972526,-0.2068768557894568,0.1610855102384126,0.3710970902839706,1.000910628163929,0.0
leadlag_VIXCLS_p1,360.0,0.015010092188450877,0.06149293219310723,-0.13752417369499415,-0.006123952951998495,0.01892394275907542,0.05444827474020361,0.1172840498114802,0.0
beta_T10YIEM_252,360.0,0.18117265091479967,2.34405814891716,-6.166218609599547,-0.21373356986564324,1.0988631830705569,1.7871444492413715,2.6077880049075977,0.0
leadlag_DTWEXBGS_0,360.0,-0.041264011976748116,0.061863431747840064,-0.13559773173597944,-0.10405262964727487,-0.023582313757744656,0.0020999610654377854,0.0934477748777867,0.0
leadlag_DGS2_0,360.0,0.0011191515429727257,0.05793000456333135,-0.1324680557711272,-0.045468861119441734,0.01654120749601669,0.03471272829790559,0.12787308464663263,0.0
leadlag_CPIAUCSL_p1,360.0,0.004697573361125671,0.07539281494117478,-0.12305138845240694,-0.056177226696731974,-0.011026090951352652,0.047410887364930335,0.19222672359798618,0.0
leadlag_CPIAUCSL_0,360.0,0.0029706997133176613,0.07430274432966,-0.12959155004139605,-0.05489778786810404,-0.005768238594249728,0.04336951818418121,0.1880448847573962,0.0
regime_hist_ret_trending_down,360.0,0.0008931623774287126,0.0009686181592494564,-0.0006256647649212646,-6.372507669457669e-05,0.0006614312188934761,0.0017441736390373698,0.002725016909263959,0.0
granger_VIXCLS_252,360.0,0.2544672739008073,0.24176768915663505,0.0018215334036578881,0.03619520221649343,0.1880146827938164,0.42436512455754727,0.8704592578159096,0.0
granger_DTWEXBGS_252,360.0,0.2062980488788866,0.2051031902814799,0.0030778128726613274,0.037335429801494055,0.11071432590795163,0.3260328245271593,0.8907554994839249,0.0
granger_DGS10_252,360.0,0.17858471484598124,0.19206464921695438,0.002999412548364022,0.02928726153493904,0.07677943935418796,0.3137669350721623,0.796509364603395,0.0
partial_corr_FEDFUNDS_ctrlDXY_252,360.0,-0.007431817436218282,0.06638606518396017,-0.13433458090229164,-0.0531832087136746,-0.010509482062064247,0.036099935142246624,0.14970536495312314,0.0
partial_corr_DGS10_ctrlDXY_252,360.0,0.039955617015045415,0.03800923740508131,-0.0405283597275882,0.011901137086145794,0.0328731190418395,0.07127730467682514,0.14236654548827699,0.0
partial_corr_DFII10_ctrlDXY_252,360.0,0.02982478866343555,0.03838995327896524,-0.058643719507119885,0.006990374512070186,0.02818337724045262,0.054183710415821575,0.12774674068549188,0.0
partial_corr_DCOILWTICO_ctrlDXY_252,360.0,0.006715248337340869,0.05309579914848481,-0.11275562086888245,-0.028653499282420378,-0.011987002827217909,0.05263668951900853,0.11894320034776772,0.0
partial_corr_T10Y2Y_ctrlDXY_252,360.0,0.003358803131395625,0.04244032850025011,-0.10054993463169147,-0.031766874557793236,-0.0020684064933171164,0.0330569598686673,0.10495701996669454,0.0
partial_corr_VIXCLS_ctrlDXY_252,360.0,0.020791602919995003,0.05786324711343935,-0.11758740500508344,-0.018003763456543115,0.022054084531300266,0.07396547102623438,0.11887676681669915,0.0
partial_corr_DGS2_ctrlDXY_252,360.0,0.027054848300223495,0.0395959414361791,-0.068495972651004,0.0033491502916727215,0.03221653117565339,0.04988718560019422,0.12414474070353719,0.0
partial_corr_CPIAUCSL_ctrlDXY_252,360.0,0.010714606640824076,0.05524832024731121,-0.07701913164103673,-0.036059288215372645,0.006248117351452801,0.049291516544232375,0.15532219127389169,0.0
partial_corr_T10YIEM_ctrlDXY_252,360.0,0.01844124335015068,0.04518741052012644,-0.1087845911012811,-0.00988565137488538,0.025098457491098493,0.041024126239130966,0.0971179617835628,0.0
leadlag_FEDFUNDS_m3,360.0,-0.010254038266164757,0.08460375711636364,-0.16150532043444146,-0.07321460720345871,-0.022300565548616563,0.049007875512832214,0.18875796493854263,0.0
leadlag_FEDFUNDS_p3,360.0,-0.010254038266164757,0.08460375711636364,-0.16150532043444146,-0.07321460720345871,-0.022300565548616563,0.049007875512832214,0.18875796493854263,0.0
leadlag_VIXCLS_m3,360.0,-0.02010947644892476,0.04683714011841463,-0.1469974208201566,-0.02940967021204415,-0.0054133843129681725,0.01167687480071888,0.04869210485544714,0.0
leadlag_DFII10_p3,360.0,-0.00677393299602861,0.05428860484004864,-0.11378275820740587,-0.04095049074886728,-0.009346992476631273,0.01978564501015551,0.13170659938230717,0.0
leadlag_DCOILWTICO_p3,360.0,0.010426174355789948,0.08233971267698488,-0.15815089873600774,-0.04640501183910822,-0.014956817348887243,0.08236820293102072,0.1791788525834858,0.0
leadlag_DTWEXBGS_m3,360.0,-0.05588982737108244,0.052919106859739794,-0.15144414954731827,-0.09944187472795699,-0.04996207486541824,-0.01632508979933555,0.07585298000843073,0.0
leadlag_T10YIEM_m3,360.0,0.02488209554219895,0.07521624064456907,-0.1355108255111849,-0.02226255306759537,0.010525997006828686,0.10248349332690264,0.1635874882644397,0.0
leadlag_DGS10_m3,360.0,0.0026780562473849006,0.042780117268504385,-0.08083422929713323,-0.030707531813750546,0.0006299228551935586,0.02228131652320367,0.11390962517155917,0.0
leadlag_DGS2_m3,360.0,0.0006147501303942975,0.05611825776240023,-0.12235680906402298,-0.0411584558123069,0.010735183280726625,0.028880834752967464,0.1348918203476722,0.0
leadlag_VIXCLS_p3,360.0,-0.02010947644892476,0.04683714011841463,-0.1469974208201566,-0.02940967021204415,-0.0054133843129681725,0.01167687480071888,0.04869210485544714,0.0
leadlag_CPIAUCSL_p3,360.0,0.0027252508215050565,0.07636879235833732,-0.1309236847633344,-0.0578650384129514,-0.008737778808994907,0.04296320107350544,0.19338561077487862,0.0
leadlag_CPIAUCSL_m3,360.0,0.0027252508215050565,0.07636879235833732,-0.1309236847633344,-0.0578650384129514,-0.008737778808994907,0.04296320107350544,0.19338561077487862,0.0
leadlag_T10Y2Y_m3,360.0,0.00906703530636441,0.07576658294838322,-0.1252094416252155,-0.0541361350132588,-0.010703989777903329,0.08142902367444174,0.16315281237306625,0.0
leadlag_DGS10_p3,360.0,0.0026780562473849006,0.042780117268504385,-0.08083422929713323,-0.030707531813750546,0.0006299228551935586,0.02228131652320367,0.11390962517155917,0.0
leadlag_T10Y2Y_p3,360.0,0.00906703530636441,0.07576658294838322,-0.1252094416252155,-0.0541361350132588,-0.010703989777903329,0.08142902367444174,0.16315281237306625,0.0
leadlag_DCOILWTICO_m3,360.0,0.010426174355789948,0.08233971267698488,-0.15815089873600774,-0.04640501183910822,-0.014956817348887243,0.08236820293102072,0.1791788525834858,0.0
leadlag_DTWEXBGS_p3,360.0,-0.05588982737108244,0.052919106859739794,-0.15144414954731827,-0.09944187472795699,-0.04996207486541824,-0.01632508979933555,0.07585298000843073,0.0
leadlag_DFII10_m3,360.0,-0.00677393299602861,0.05428860484004864,-0.11378275820740587,-0.04095049074886728,-0.009346992476631273,0.01978564501015551,0.13170659938230717,0.0
leadlag_DGS2_p3,360.0,0.0006147501303942975,0.05611825776240023,-0.12235680906402298,-0.0411584558123069,0.010735183280726625,0.028880834752967464,0.1348918203476722,0.0
leadlag_T10YIEM_p3,360.0,0.02488209554219895,0.07521624064456907,-0.1355108255111849,-0.02226255306759537,0.010525997006828686,0.10248349332690264,0.1635874882644397,0.0
leadlag_DCOILWTICO_p5,360.0,0.01498678364157222,0.0643859232879137,-0.16018196742908333,-0.020631190977143186,0.01724863928791274,0.05928800375275434,0.15538557814028212,0.0
leadlag_FEDFUNDS_p5,360.0,-0.010768278271855313,0.08735396825901434,-0.1672147720162414,-0.07732736155878346,-0.03274708344908091,0.04893196516487282,0.19620440413454027,0.0
leadlag_FEDFUNDS_m5,360.0,-0.010768278271855313,0.08735396825901434,-0.1672147720162414,-0.07732736155878346,-0.03274708344908091,0.04893196516487282,0.19620440413454027,0.0
leadlag_DGS10_m5,360.0,-0.00014838229067792863,0.048328563858051225,-0.08878543220161766,-0.037232954313498795,-0.009271077742132205,0.024010312719488384,0.13721328061959326,0.0
leadlag_DTWEXBGS_m5,360.0,-0.05528707624305497,0.05240163036770711,-0.15597707627632254,-0.09811453915899676,-0.04437396961822803,-0.013072754152920713,0.075010085404276,0.0
leadlag_DCOILWTICO_m5,360.0,0.01498678364157222,0.0643859232879137,-0.16018196742908333,-0.020631190977143186,0.01724863928791274,0.05928800375275434,0.15538557814028212,0.0
leadlag_CPIAUCSL_m5,360.0,0.004818259069475305,0.07774218672075117,-0.13530776880187903,-0.056009849057347766,-0.002044386655147146,0.04520970715563498,0.20017995079414005,0.0
leadlag_DTWEXBGS_p5,360.0,-0.05528707624305497,0.05240163036770711,-0.15597707627632254,-0.09811453915899676,-0.04437396961822803,-0.013072754152920713,0.075010085404276,0.0
leadlag_DFII10_p5,360.0,-0.012021256410617924,0.05849833430707035,-0.11595115048479515,-0.05271334750000713,-0.02048629359649183,0.017556229827361543,0.14974147121143117,0.0
leadlag_DGS2_p5,360.0,-0.0009342166223390858,0.05825968189302355,-0.1218704501734571,-0.04255108362495608,-0.0020135912264582444,0.0278169891257046,0.15394944556288762,0.0
leadlag_T10Y2Y_p5,360.0,0.005532856858505979,0.073004195519753,-0.13182984511445475,-0.05332127871266464,-0.010711964386128047,0.07425813239935013,0.15887603349182042,0.0
leadlag_CPIAUCSL_p5,360.0,0.004818259069475305,0.07774218672075117,-0.13530776880187903,-0.056009849057347766,-0.002044386655147146,0.04520970715563498,0.20017995079414005,0.0
leadlag_DGS2_m5,360.0,-0.0009342166223390858,0.05825968189302355,-0.1218704501734571,-0.04255108362495608,-0.0020135912264582444,0.0278169891257046,0.15394944556288762,0.0
leadlag_VIXCLS_m5,360.0,-0.021830379297963533,0.04437097922917144,-0.13637446303429357,-0.03969944384077751,-0.010285549320943612,0.011158862575430728,0.050697577685681186,0.0
leadlag_T10YIEM_p5,360.0,0.021431296079162835,0.09263742138151305,-0.14297900674236427,-0.044411845128689155,-0.00855536603938023,0.12432602163725287,0.18577087647810858,0.0
leadlag_VIXCLS_p5,360.0,-0.021830379297963533,0.04437097922917144,-0.13637446303429357,-0.03969944384077751,-0.010285549320943612,0.011158862575430728,0.050697577685681186,0.0
leadlag_T10Y2Y_m5,360.0,0.005532856858505979,0.073004195519753,-0.13182984511445475,-0.05332127871266464,-0.010711964386128047,0.07425813239935013,0.15887603349182042,0.0
leadlag_DGS10_p5,360.0,-0.00014838229067792863,0.048328563858051225,-0.08878543220161766,-0.037232954313498795,-0.009271077742132205,0.024010312719488384,0.13721328061959326,0.0
leadlag_DFII10_m5,360.0,-0.012021256410617924,0.05849833430707035,-0.11595115048479515,-0.05271334750000713,-0.02048629359649183,0.017556229827361543,0.14974147121143117,0.0
leadlag_T10YIEM_m5,360.0,0.021431296079162835,0.09263742138151305,-0.14297900674236427,-0.044411845128689155,-0.00855536603938023,0.12432602163725287,0.18577087647810858,0.0
